seed_index,label,t,variant,terminal_rms,optimized_grid_terminal_rms,path_mean_squared_rms,suffix_one_step_rms,suffix_quarter_rms,null_semigroup_error,negative_rms,squared_margin,state_shift_rms,null_terminal_change_rms,conditional_terminal_change_rms,null_target_probability,null_target_success,conditional_target_probability,conditional_target_success,rival_target_probability
35,48,0.375,root4,0.0766286700963974,0.07644598186016083,0.002033273223787546,0.07117065042257309,0.036633629351854324,0.0,0.09062519669532776,0.002340972889214754,0.04570666328072548,0.059996701776981354,0.05671626329421997,0.9862580299377441,True,0.9978620409965515,True,0.9970888495445251
36,45,0.375,root4,0.07520988583564758,0.07485164701938629,0.0017884079134091735,0.06913502514362335,0.028442028909921646,0.0,0.05391986668109894,-0.0027491748332977295,0.025764230638742447,0.02621040679514408,0.02798054739832878,0.00013113617023918778,False,0.0004615269717760384,False,0.0002599089639261365
37,65,0.375,root4,0.07663186639547348,0.07639528065919876,0.001851532026194036,0.07267764210700989,0.04237110912799835,0.0,0.08111993968486786,0.0007080016657710075,0.018734443932771683,0.06611999124288559,0.05779600515961647,0.001180707011371851,False,0.00804374273866415,False,0.005434227641671896
38,33,0.375,root4,0.09874249249696732,0.09770925343036652,0.003031100146472454,0.0955737829208374,0.060252439230680466,0.0,0.08129991590976715,-0.0031404029577970505,0.013547434471547604,0.06076565012335777,0.039239950478076935,0.017839692533016205,False,0.9981629252433777,True,0.008947399444878101
39,38,0.375,root4,0.11640943586826324,0.11652301996946335,0.004491345025599003,0.10503765940666199,0.042104803025722504,0.0,0.08046559989452362,-0.00707644410431385,0.032122183591127396,0.06816203147172928,0.0626118928194046,0.0049035209231078625,False,0.790844738483429,True,0.0873352512717247
32,30,0.375,tube1,0.06470820307731628,0.06419257819652557,0.0013693793443962932,0.06217685714364052,0.03458576276898384,0.0,0.0815393403172493,0.0024615125730633736,0.008607212454080582,0.010370327159762383,0.009977773763239384,0.003644859418272972,False,0.015376628376543522,False,0.0004786900244653225
33,11,0.375,tube1,0.15730509161949158,0.1559891700744629,0.00795834418386221,0.15080606937408447,0.08114009350538254,0.0,0.17987224459648132,0.007609130814671516,0.021125201135873795,0.036001056432724,0.02806978113949299,0.0009553900454193354,False,0.21954473853111267,True,0.0051168049685657024
34,90,0.375,tube1,0.07478390634059906,0.07340008020401001,0.001834909082390368,0.06876739114522934,0.03699299320578575,0.0,0.1186717227101326,0.008490344509482384,0.010914885438978672,0.022798605263233185,0.015692362561821938,0.001459702616557479,False,0.00654499139636755,False,0.002776626730337739
35,48,0.375,tube1,0.07761885970830917,0.07748397439718246,0.002101316349580884,0.07206624001264572,0.036215219646692276,0.0,0.09258325397968292,0.0025469716638326645,0.01385999470949173,0.016766563057899475,0.016094433143734932,0.9802172183990479,True,0.9968642592430115,True,0.9977737069129944
36,45,0.375,tube1,0.07660666853189468,0.07622933387756348,0.001882420852780342,0.07007412612438202,0.0285014845430851,0.0,0.054468538612127304,-0.0029017599299550056,0.00098871358204633,0.0026772702112793922,0.003396495943889022,0.00013072052388451993,False,0.0006778708775527775,False,0.0002747626567725092
37,65,0.375,tube1,0.07899254560470581,0.07873547077178955,0.001999645261093974,0.07500619441270828,0.04271839186549187,0.0,0.08059835433959961,0.00025627249851822853,0.006274937652051449,0.031075650826096535,0.025590132921934128,0.0016913190484046936,False,0.006128567270934582,False,0.005720374174416065
38,33,0.375,tube1,0.10696244984865189,0.10594858229160309,0.00357629731297493,0.10322405397891998,0.0597408190369606,0.0,0.08134379237890244,-0.004824152681976557,0.010447596199810505,0.013146279379725456,0.01177570316940546,0.0008972890209406614,False,0.9817643761634827,True,0.0024148274678736925
39,38,0.375,tube1,0.1173056811094284,0.11845947057008743,0.004653119947761297,0.10414717346429825,0.042484987527132034,0.0,0.08153717964887619,-0.007112310733646154,0.003968275152146816,0.034915462136268616,0.030737290158867836,0.0026545983273535967,False,0.8920885324478149,True,0.047932736575603485
32,30,0.375,path1,0.06470055878162384,0.0641852617263794,0.0013690806226804852,0.062169451266527176,0.03458769991993904,0.0,0.08154036104679108,0.0024626683443784714,0.008607213385403156,0.010399982333183289,0.009997760877013206,0.003630407154560089,False,0.015441623516380787,False,0.0004816437140107155
33,11,0.375,path1,0.15625259280204773,0.15492697060108185,0.007853835821151733,0.149839848279953,0.0809430330991745,0.0,0.1790299415588379,0.007636846974492073,0.021125201135873795,0.03937250003218651,0.02931065857410431,0.0010610976023599505,False,0.24429742991924286,True,0.0053669149056077
34,90,0.375,path1,0.07477530092000961,0.07339276373386383,0.0018346166471019387,0.06876543164253235,0.03699377924203873,0.0,0.11867821961641312,0.008493173867464066,0.010914886370301247,0.02275853045284748,0.015693925321102142,0.0014331411803141236,False,0.006423915270715952,False,0.002751308726146817
35,48,0.375,path1,0.07747623324394226,0.07729915529489517,0.0020846014376729727,0.07201710343360901,0.036402687430381775,0.0,0.09177730232477188,0.002420506440103054,0.011685253120958805,0.019950158894062042,0.017392590641975403,0.985350489616394,True,0.9966679215431213,True,0.9974129796028137
36,45,0.375,path1,0.07617966830730438,0.07582293450832367,0.001853462657891214,0.06991662830114365,0.028679564595222473,0.0,0.05429255589842796,-0.002855660393834114,0.005650680046528578,0.008833208121359348,0.009838901460170746,0.00012814482033718377,False,0.0006274884799495339,False,0.00027875296655111015
37,65,0.375,path1,0.0775659829378128,0.07733231782913208,0.001919897273182869,0.07361403852701187,0.0425223745405674,0.0,0.08054672926664352,0.00047129392623901367,0.007940276525914669,0.04338326305150986,0.03596750646829605,0.0016194776399061084,False,0.007224859669804573,False,0.005866220686584711
38,33,0.375,path1,0.10626916587352753,0.10526636987924576,0.003526858286932111,0.1026035025715828,0.05983351171016693,0.0,0.08116772770881653,-0.004704935476183891,0.01044759713113308,0.015153189189732075,0.012143507599830627,0.0010726182954385877,False,0.9858201742172241,True,0.002796502783894539
39,38,0.375,path1,0.11726406216621399,0.11794523894786835,0.00463156308978796,0.10268368571996689,0.04239598661661148,0.0,0.0808405727148056,-0.007215662393718958,0.012880904600024223,0.04162951186299324,0.03787791356444359,0.002911060117185116,False,0.8871960639953613,True,0.055399756878614426
32,30,0.625,unchanged,0.023666266351938248,0.023646343499422073,0.00023527242592535913,0.021205343306064606,0.012336921878159046,0.0,0.02699696086347103,0.00016874371794983745,0.0,0.0,0.0,0.007583671249449253,False,0.014479277655482292,False,0.004197624512016773
33,11,0.625,unchanged,0.039838068187236786,0.03983743116259575,0.0006718599470332265,0.036049120128154755,0.021012648940086365,0.0,0.04428807273507118,0.000374361639842391,0.0,0.0,0.0,0.03445284441113472,False,0.19836542010307312,False,0.13159960508346558
34,90,0.625,unchanged,0.018975602462887764,0.018970375880599022,0.00014640396693721414,0.017462752759456635,0.011134489439427853,0.0,0.02135484479367733,9.595591109246016e-05,0.0,0.0,0.0,0.0051077986136078835,False,0.006112996954470873,False,0.007301252335309982
35,48,0.625,unchanged,0.02156047523021698,0.02154899202287197,0.0001893319422379136,0.019711794331669807,0.012226687744259834,0.0,0.022500978782773018,4.1439925553277135e-05,0.0,0.0,0.0,0.9896774291992188,True,0.9954730868339539,True,0.9939091205596924
36,45,0.625,unchanged,0.014929126016795635,0.01492465753108263,9.026499901665375e-05,0.013593383133411407,0.00846068188548088,0.0,0.021612973883748055,0.0002442418481223285,0.0,0.0,0.0,0.000586727459449321,False,0.0007151406025514007,False,0.0006473629036918283
37,65,0.625,unchanged,0.025708714500069618,0.02569962851703167,0.0002656509750522673,0.023313315585255623,0.014140067622065544,0.0,0.02149774320423603,-0.000198785011889413,0.0,0.0,0.0,0.0026087071746587753,False,0.004350809846073389,False,0.0033156489953398705
38,33,0.625,unchanged,0.035716600716114044,0.035712338984012604,0.000525276642292738,0.03244629129767418,0.01883634552359581,0.0,0.021670861169695854,-0.000806049385573715,0.0,0.0,0.0,0.3534904718399048,True,0.9841052889823914,True,0.47644349932670593
39,38,0.625,unchanged,0.021807953715324402,0.021801713854074478,0.0001948526332853362,0.019811537116765976,0.01210056059062481,0.0,0.02774360589683056,0.00029412080766633153,0.0,0.0,0.0,0.5587973594665527,True,0.829946756362915,True,0.6650611758232117
32,30,0.625,root1,0.023155782371759415,0.02313075214624405,0.0002242464543087408,0.020691843703389168,0.012216147035360336,0.0,0.027105038985610008,0.00019849289674311876,0.009871569462120533,0.01090735662728548,0.011040473356842995,0.0076269288547337055,False,0.015942562371492386,False,0.004310786724090576
33,11,0.625,root1,0.03906149044632912,0.039064809679985046,0.0006471496308222413,0.035351790487766266,0.020729443058371544,0.0,0.04247520491480827,0.00027834298089146614,0.010030911304056644,0.018587280064821243,0.017631832510232925,0.06539678573608398,False,0.40365296602249146,True,0.22530899941921234
34,90,0.625,root1,0.018786435946822166,0.018782520666718483,0.00014370272401720285,0.01729961670935154,0.01109776645898819,0.0,0.02131788618862629,0.00010152210597880185,0.008680040016770363,0.011842270381748676,0.011646381579339504,0.006449961569160223,False,0.008370817638933659,False,0.008286665193736553
35,48,0.625,root1,0.021552251651883125,0.021536916494369507,0.00018881328287534416,0.019716592505574226,0.012246462516486645,0.0,0.02250748500227928,4.208731115795672e-05,0.0014960088301450014,0.002693208632990718,0.002651768969371915,0.9899573922157288,True,0.9955262541770935,True,0.9940882921218872
36,45,0.625,root1,0.014513889327645302,0.014494401402771473,8.635667472844943e-05,0.013261486776173115,0.008393796160817146,0.0,0.021314263343811035,0.0002436448266962543,0.006836040876805782,0.0076692490838468075,0.00803883746266365,0.0005369937280192971,False,0.0006241892697289586,False,0.0005588246858678758
37,65,0.625,root1,0.02565164305269718,0.025643441826105118,0.0002637697907630354,0.023270290344953537,0.014158962294459343,0.0,0.02154817245900631,-0.00019368308130651712,0.00993349775671959,0.009436005726456642,0.009433743543922901,0.0026508013252168894,False,0.0046533020213246346,False,0.003729339921846986
38,33,0.625,root1,0.03534400090575218,0.03533831238746643,0.0005144481547176838,0.03210107609629631,0.018652157858014107,0.0,0.021618997678160667,-0.0007818173617124557,0.014948084019124508,0.016435226425528526,0.016406163573265076,0.33972659707069397,True,0.9844319224357605,True,0.5533286929130554
39,38,0.625,root1,0.021523676812648773,0.02151614986360073,0.00019021413754671812,0.019548775628209114,0.011971882544457912,0.0,0.027721965685486794,0.00030523870373144746,0.010820692405104637,0.012859287671744823,0.012724888511002064,0.7636964321136475,True,0.8621413707733154,True,0.7785201668739319
32,30,0.625,root4,0.021613525226712227,0.02160356193780899,0.00019576282647904009,0.01956537924706936,0.011872435919940472,0.0,0.027135217562317848,0.0002691755653358996,0.03905031085014343,0.04270942136645317,0.04320152848958969,0.009039344266057014,False,0.01712525263428688,False,0.004743036348372698
33,11,0.625,root4,0.037412118166685104,0.037409573793411255,0.0005941857816651464,0.033946432173252106,0.02021118998527527,0.0,0.03934743255376816,0.00014855386689305305,0.061387866735458374,0.07893961668014526,0.0754414051771164,0.13525032997131348,False,0.4522802233695984,True,0.42721953988075256
34,90,0.625,root4,0.018437515944242477,0.018427632749080658,0.0001389434764860198,0.016989639028906822,0.011013180017471313,0.0,0.021296193823218346,0.00011358587653376162,0.03449355810880661,0.04353317990899086,0.043132103979587555,0.014945287257432938,False,0.02388887293636799,False,0.019686978310346603
35,48,0.625,root4,0.0211638156324625,0.02115323208272457,0.00018269347492605448,0.019422834739089012,0.012192384339869022,0.0,0.02278115414083004,7.107388228178024e-05,0.027409862726926804,0.030389411374926567,0.029656143859028816,0.990838348865509,True,0.9953420162200928,True,0.9938859343528748
36,45,0.625,root4,0.013400345109403133,0.01340073999017477,7.407826342387125e-05,0.012375501915812492,0.008124548941850662,0.0,0.01975662261247635,0.00021075487893540412,0.024109268561005592,0.04212641343474388,0.04385734349489212,0.00026274131960235536,False,0.0003010661748703569,False,0.00024407538876403123
37,65,0.625,root4,0.025645703077316284,0.025637047365307808,0.00026326606166549027,0.023267999291419983,0.014177231118083,0.0,0.021570337936282158,-0.00019242262351326644,0.014163639396429062,0.013545624911785126,0.013522002846002579,0.0025929638650268316,False,0.004792340565472841,False,0.004046546295285225
38,33,0.625,root4,0.033915068954229355,0.03390812501311302,0.00047471781726926565,0.03076303005218506,0.017888806760311127,0.0,0.021727437153458595,-0.000678150390740484,0.05948309600353241,0.0666903629899025,0.06687993556261063,0.1303158402442932,False,0.9076142311096191,True,0.21794486045837402
39,38,0.625,root4,0.021017028018832207,0.021014828234910965,0.00018200985505245626,0.01903885044157505,0.011653105728328228,0.0,0.027786562219262123,0.0003303775447420776,0.03242059051990509,0.040568094700574875,0.04005777835845947,0.8817365765571594,True,0.8956431150436401,True,0.8842254281044006
32,30,0.625,tube1,0.023194225504994392,0.023168519139289856,0.00022506286040879786,0.020725054666399956,0.012217916548252106,0.0,0.027105139568448067,0.00019671651534736156,0.009871569462120533,0.010873899795114994,0.010972502641379833,0.007584975566715002,False,0.015865160152316093,False,0.004367467015981674
33,11,0.625,tube1,0.03910308703780174,0.03910690173506737,0.0006483935285359621,0.035386666655540466,0.020742084830999374,0.0,0.04253816977143288,0.00028044439386576414,0.008854411542415619,0.017458580434322357,0.016553787514567375,0.06655503809452057,False,0.39794427156448364,True,0.2301027774810791
34,90,0.625,tube1,0.018800536170601845,0.018796300515532494,0.00014389670104719698,0.017311640083789825,0.011098305694758892,0.0,0.021325068548321724,0.00010129838483408093,0.008680039085447788,0.011288071051239967,0.011119320057332516,0.006385807879269123,False,0.008308958262205124,False,0.00839189812541008
35,48,0.625,tube1,0.02155711129307747,0.021541515365242958,0.0001891676220111549,0.01970848999917507,0.012222718447446823,0.0,0.022518740966916084,4.238463588990271e-05,0.0033340533263981342,0.003418969688937068,0.0034176232293248177,0.9902093410491943,True,0.9951680898666382,True,0.9937064051628113
36,45,0.625,tube1,0.014448628760874271,0.014435546472668648,8.568317571189255e-05,0.013215547427535057,0.008385215885937214,0.0,0.02127760276198387,0.00024397352535743266,0.006836040411144495,0.008182980120182037,0.008661781437695026,0.0005204739863984287,False,0.0006025249604135752,False,0.000550545402802527
37,65,0.625,tube1,0.02567244879901409,0.02566380240023136,0.0002645618806127459,0.023277418687939644,0.014138871803879738,0.0,0.02152918092906475,-0.00019556900952011347,0.005758929997682571,0.005831386893987656,0.005770382471382618,0.0027972718235105276,False,0.004568194039165974,False,0.0034818542189896107
38,33,0.625,tube1,0.03531012311577797,0.035302259027957916,0.0005135502433404326,0.03206337243318558,0.018621603026986122,0.0,0.021623773500323296,-0.0007792172254994512,0.014948084019124508,0.016561416909098625,0.016582557931542397,0.3080845773220062,True,0.9812732934951782,True,0.519625186920166
39,38,0.625,tube1,0.021537700667977333,0.02152848057448864,0.00019046978559345007,0.019561009481549263,0.01197540108114481,0.0,0.027726158499717712,0.0003048673097509891,0.010820693336427212,0.012518472969532013,0.012412138283252716,0.7610070109367371,True,0.859185516834259,True,0.7732780575752258
32,30,0.625,path1,0.022992035374045372,0.022970428690314293,0.00022084813099354506,0.020564332604408264,0.012210163287818432,0.0,0.02710595726966858,0.00020609918283298612,0.009871569462120533,0.011071277782320976,0.011383725330233574,0.00782606191933155,False,0.015653351321816444,False,0.004480356816202402
33,11,0.625,path1,0.039069805294275284,0.0390736386179924,0.0006473257672041655,0.035356562584638596,0.020729418843984604,0.0,0.04246383532881737,0.0002767276018857956,0.0091586634516716,0.018171852454543114,0.017216607928276062,0.06830017268657684,False,0.4026782512664795,True,0.23773615062236786
34,90,0.625,path1,0.018790919333696365,0.018787119537591934,0.00014376445324160159,0.017303425818681717,0.0110979238525033,0.0,0.021320411935448647,0.00010146130807697773,0.008680039085447788,0.011659365147352219,0.011472241021692753,0.006442917510867119,False,0.0082094082608819,False,0.008334026671946049
35,48,0.625,path1,0.021520355716347694,0.02150646783411503,0.00018790035392157733,0.019701091572642326,0.012261374853551388,0.0,0.022527752444148064,4.4373911805450916e-05,0.003058241680264473,0.005739775486290455,0.005597503390163183,0.9910736680030823,True,0.9957725405693054,True,0.9942565560340881
36,45,0.625,path1,0.014507126063108444,0.014487873762845993,8.628758223494515e-05,0.013256849721074104,0.008392876014113426,0.0,0.021310443058609962,0.0002436782669974491,0.006836040411144495,0.007719478569924831,0.008100121282041073,0.000532166741322726,False,0.0006172749563120306,False,0.000559006817638874
37,65,0.625,path1,0.025646748021245003,0.025636956095695496,0.00026355430600233376,0.023271841928362846,0.014169781468808651,0.0,0.021552041172981262,-0.0001932652376126498,0.011124425567686558,0.010500424541532993,0.010521112009882927,0.0025584190152585506,False,0.004671852570027113,False,0.003865734441205859
38,33,0.625,path1,0.03534965589642525,0.03534417226910591,0.0005145977484062314,0.03210745379328728,0.018657155334949493,0.0,0.021618226543068886,-0.0007822505431249738,0.014948083087801933,0.01642007939517498,0.01638268493115902,0.34165263175964355,True,0.9845116138458252,True,0.5562471747398376
39,38,0.625,path1,0.02143651619553566,0.021442823112010956,0.00018863470177166164,0.019472716376185417,0.011947759427130222,0.0,0.027705151587724686,0.0003080511814914644,0.010820691473782063,0.01501381304115057,0.014699581079185009,0.7976051568984985,True,0.8657186627388,True,0.7759066820144653
8,14,0.125,unchanged,0.25920355319976807,0.2553548514842987,0.017858080565929413,0.25475597381591797,0.14919312298297882,0.0,0.26525720953941345,0.003174908459186554,0.0,0.0,0.0,1.2221705674164696e-06,False,0.01739896461367607,False,0.00013554467295762151
9,35,0.125,unchanged,0.24260540306568146,0.23567812144756317,0.015379042364656925,0.23937541246414185,0.1482478380203247,0.0,0.3305054306983948,0.05037645995616913,0.0,0.0,0.0,0.001436528516933322,False,0.5252127647399902,True,0.00024394602223765105
10,79,0.125,unchanged,0.22194580733776093,0.21073772013187408,0.012417186982929707,0.20494171977043152,0.11393944174051285,0.0,0.22613666951656342,0.0018778517842292786,0.0,0.0,0.0,0.00014014510088600218,False,0.0006029019714333117,False,4.119901132071391e-05
11,92,0.125,unchanged,0.24011345207691193,0.23333066701889038,0.01543927751481533,0.22333170473575592,0.09324534982442856,0.0,0.2713044583797455,0.015951640903949738,0.0,0.0,0.0,9.150488722298178e-07,False,2.4507746275048703e-05,False,2.922396618032508e-07
12,68,0.125,unchanged,0.3235885798931122,0.3188233971595764,0.028660595417022705,0.3111374080181122,0.1376529484987259,0.0,0.23334632813930511,-0.0502590574324131,0.0,0.0,0.0,1.7840297005022876e-05,False,0.06470153480768204,False,1.2902160051453393e-05
13,93,0.125,unchanged,0.2731650173664093,0.26624906063079834,0.0209885872900486,0.2405441403388977,0.10954952239990234,0.0,0.19715000689029694,-0.03575100377202034,0.0,0.0,0.0,0.0625682845711708,False,0.9981164932250977,True,0.8647757172584534
14,95,0.125,unchanged,0.18017242848873138,0.17700530588626862,0.008435389026999474,0.17552341520786285,0.11275196820497513,0.0,0.26338648796081543,0.03691034018993378,0.0,0.0,0.0,1.2465831787267234e-05,False,3.2371035558753647e-06,False,4.289579919714015e-06
15,34,0.125,unchanged,0.18472382426261902,0.1816837042570114,0.0086330845952034,0.17579017579555511,0.13878333568572998,0.0,0.14400097727775574,-0.013386610895395279,0.0,0.0,0.0,2.0578221349154546e-09,False,0.04990071803331375,False,2.3752916604280472e-05
8,14,0.125,root1,0.25651824474334717,0.25254958868026733,0.017383256927132607,0.25206995010375977,0.15793785452842712,0.0,0.2498893141746521,-0.0033569447696208954,0.0027272487059235573,0.03942553699016571,0.029203079640865326,8.220297331718029e-07,False,0.028008321300148964,False,0.00012784743739757687
9,35,0.125,root1,0.23529507219791412,0.22841744124889374,0.014456349425017834,0.23183833062648773,0.14596958458423615,0.0,0.3262491524219513,0.051074739545583725,0.012604671530425549,0.022876182571053505,0.013632204383611679,0.002551960526034236,False,0.5473686456680298,True,0.0002010609896387905
10,79,0.125,root1,0.2016916573047638,0.1963089108467102,0.010430063121020794,0.1932488977909088,0.11216618120670319,0.0,0.2242460399866104,0.009606759995222092,0.01077218446880579,0.025823138654232025,0.07028397172689438,0.0001144610287155956,False,0.0007028591935522854,False,3.725859642145224e-05
11,92,0.125,root1,0.20827223360538483,0.20331254601478577,0.011938381008803844,0.19080762565135956,0.09110960364341736,0.0,0.27428722381591797,0.03185615688562393,0.014884059317409992,0.05414632335305214,0.09621652960777283,1.5896113154667546e-06,False,7.940959767438471e-05,False,1.5339749381837464e-07
12,68,0.125,root1,0.3182385265827179,0.31340649724006653,0.027682315558195114,0.3052511215209961,0.13457968831062317,0.0,0.23750446736812592,-0.0448673851788044,0.013814618811011314,0.031799931079149246,0.034447021782398224,1.6824018530314788e-05,False,0.02613317407667637,False,1.3175714229873847e-05
13,93,0.125,root1,0.26236212253570557,0.2545899450778961,0.019326645880937576,0.22059032320976257,0.10514672100543976,0.0,0.1964152604341507,-0.030254926532506943,0.02859693020582199,0.038522206246852875,0.03270895406603813,0.11219024658203125,False,0.9983152151107788,True,0.9021031856536865
14,95,0.125,root1,0.18024888634681702,0.1758796125650406,0.008340934291481972,0.17554302513599396,0.11599209159612656,0.0,0.26311197876930237,0.03673825040459633,0.009072037413716316,0.024488477036356926,0.012045744806528091,1.2005278222204652e-05,False,3.2080222354125e-06,False,4.699870260083117e-06
15,34,0.125,root1,0.1814969778060913,0.17809323966503143,0.008340997621417046,0.17241548001766205,0.13630084693431854,0.0,0.14337760210037231,-0.012384014204144478,0.013110939413309097,0.01377231627702713,0.01429909560829401,1.6872613306517792e-09,False,0.03505599871277809,False,1.9351495211594738e-05
8,14,0.125,root4,0.2486862689256668,0.24429762363433838,0.01644478552043438,0.24313367903232574,0.15723931789398193,0.0,0.22114935517311096,-0.012937821447849274,0.0433991365134716,0.11608394980430603,0.08805890381336212,5.487124212777417e-07,False,0.05411116033792496,False,0.00010024936636909842
9,35,0.125,root4,0.2138797491788864,0.20922768115997314,0.011935153976082802,0.20916353166103363,0.131814107298851,0.0,0.30692023038864136,0.048455484211444855,0.05110851675271988,0.10224677622318268,0.06209080293774605,0.00772871682420373,False,0.6302887797355652,True,0.00020252878312021494
10,79,0.125,root4,0.1985364705324173,0.1952086240053177,0.010072985664010048,0.19232483208179474,0.11069782823324203,0.0,0.22399914264678955,0.010758884251117706,0.016669049859046936,0.04498334601521492,0.09201046079397202,9.691585728432983e-05,False,0.0006012525409460068,False,3.5594392102211714e-05
11,92,0.125,root4,0.14939750730991364,0.14785566926002502,0.00630249222740531,0.13268962502479553,0.08895785361528397,0.0,0.2836292088031769,0.05812591314315796,0.031570836901664734,0.1344766765832901,0.21743521094322205,6.325089429992659e-07,False,3.911835665348917e-05,False,1.2378059466300328e-07
12,68,0.125,root4,0.3080269694328308,0.3018742501735687,0.025960175320506096,0.29099592566490173,0.13219739496707916,0.0,0.2391994148492813,-0.037664249539375305,0.056683219969272614,0.1074698343873024,0.11193954199552536,1.6107056580949575e-05,False,0.03051108494400978,False,2.0276862414903007e-05
13,93,0.125,root4,0.21025565266609192,0.2056363821029663,0.01291755959391594,0.18819041550159454,0.09895697981119156,0.0,0.20181502401828766,-0.0034781359136104584,0.1108025461435318,0.14035971462726593,0.15327250957489014,0.5939092040061951,True,0.9991756081581116,True,0.8797470331192017
14,95,0.125,root4,0.17903602123260498,0.17559680342674255,0.00828313548117876,0.1742008775472641,0.11396724730730057,0.0,0.26441267132759094,0.03786016255617142,0.0058878520503640175,0.023392537608742714,0.01581740565598011,1.1135829481645487e-05,False,3.202715333827655e-06,False,3.2489863315277034e-06
15,34,0.125,root4,0.16797423362731934,0.1645958423614502,0.007231289986521006,0.15983951091766357,0.12698300182819366,0.0,0.1430680900812149,-0.0077468641102313995,0.0519847646355629,0.05845882371068001,0.0624135360121727,3.850484819878375e-09,False,0.03616507351398468,False,2.9468907086993568e-05
8,14,0.125,tube1,0.2588566243648529,0.2550017237663269,0.017798900604248047,0.25461000204086304,0.14897237718105316,0.0,0.2632962167263031,0.002318143844604492,0.0063499631360173225,0.007861994206905365,0.009229223243892193,1.0734297575254459e-06,False,0.0175796989351511,False,0.00013145068078301847
9,35,0.125,tube1,0.2352958768606186,0.22849877178668976,0.014442069455981255,0.2318100482225418,0.14525268971920013,0.0,0.32663217186927795,0.051324423402547836,0.012604673393070698,0.02368839457631111,0.013047082349658012,0.002447187900543213,False,0.5585935115814209,True,0.00019233122293371707
10,79,0.125,tube1,0.20407819747924805,0.1967111974954605,0.010670282877981663,0.19350148737430573,0.11190921068191528,0.0,0.22354644536972046,0.008325103670358658,0.012153838761150837,0.02440861240029335,0.05847838893532753,0.00011387230915715918,False,0.0007666933815926313,False,3.397536784177646e-05
11,92,0.125,tube1,0.21457239985466003,0.20910774171352386,0.012603112496435642,0.19650736451148987,0.09141524136066437,0.0,0.27326488494873047,0.028632383793592453,0.014884061180055141,0.043514739722013474,0.07601020485162735,1.6350120404240442e-06,False,7.97511384007521e-05,False,1.5599155744894233e-07
12,68,0.125,tube1,0.31924229860305786,0.31441155076026917,0.02785869687795639,0.30640673637390137,0.1350260227918625,0.0,0.23681515455245972,-0.04583422467112541,0.012138931080698967,0.026159588247537613,0.02825677953660488,1.53459968714742e-05,False,0.031012028455734253,False,1.3254102668724954e-05
13,93,0.125,tube1,0.26251357793807983,0.2550017535686493,0.019322600215673447,0.2218729555606842,0.10450422763824463,0.0,0.1951843947172165,-0.03081642836332321,0.02859693020582199,0.0394425168633461,0.032234612852334976,0.13275983929634094,False,0.9984675049781799,True,0.9085979461669922
14,95,0.125,tube1,0.17869213223457336,0.17604726552963257,0.008284318260848522,0.17384660243988037,0.11242099106311798,0.0,0.2641908824443817,0.03786594420671463,0.0026119821704924107,0.015732118859887123,0.011140590533614159,1.1537948921613861e-05,False,3.2764098705229117e-06,False,3.2553766686760355e-06
15,34,0.125,tube1,0.18150414526462555,0.1780775636434555,0.008339392952620983,0.17247147858142853,0.13608893752098083,0.0,0.14329567551612854,-0.012410104274749756,0.013110942207276821,0.014324228279292583,0.014333455823361874,2.0012596024798768e-09,False,0.037238724529743195,False,1.9900875486200675e-05
8,14,0.125,path1,0.25613996386528015,0.25213417410850525,0.017327027395367622,0.2517554461956024,0.15848760306835175,0.0,0.24821315705776215,-0.003997910767793655,0.0022325795143842697,0.04367244616150856,0.031876832246780396,8.344298976226128e-07,False,0.02784573845565319,False,0.00012571646948345006
9,35,0.125,path1,0.23529398441314697,0.22843767702579498,0.014451989904046059,0.23182785511016846,0.14575424790382385,0.0,0.32636332511901855,0.05114976316690445,0.012604673393070698,0.02303842455148697,0.013412251137197018,0.0025655741337686777,False,0.5471943616867065,True,0.00020329857943579555
10,79,0.125,path1,0.20093101263046265,0.19607697427272797,0.010346616618335247,0.19305454194545746,0.11198867857456207,0.0,0.2240179032087326,0.00981074944138527,0.011657032184302807,0.028122495859861374,0.07427392154932022,0.00010361358727095649,False,0.0007645233417861164,False,3.6027115129400045e-05
11,92,0.125,path1,0.20866893231868744,0.2036735713481903,0.011979881674051285,0.19115088880062103,0.09113393723964691,0.0,0.27421003580093384,0.0316484160721302,0.014884059317409992,0.053412601351737976,0.09490900486707687,1.6072051494120387e-06,False,7.939935312606394e-05,False,1.5580701528961072e-07
12,68,0.125,path1,0.31885552406311035,0.314027339220047,0.027788618579506874,0.30599161982536316,0.1348326951265335,0.0,0.2370605319738388,-0.04547114670276642,0.013814618811011314,0.02843257412314415,0.030872829258441925,1.5420671843457967e-05,False,0.030664289370179176,False,1.3556083104049321e-05
13,93,0.125,path1,0.2624783515930176,0.25489282608032227,0.019325222820043564,0.22144392132759094,0.10469334572553635,0.0,0.19555389881134033,-0.030653558671474457,0.02859693020582199,0.0391433946788311,0.03233750909566879,0.12905444204807281,False,0.9984021782875061,True,0.9044639468193054
14,95,0.125,path1,0.18033093214035034,0.17601343989372253,0.008341717533767223,0.17562085390090942,0.11621038615703583,0.0,0.26304250955581665,0.036672115325927734,0.009944101795554161,0.026225948706269264,0.012871433980762959,1.1949521649512462e-05,False,3.2889101930777542e-06,False,4.965489097230602e-06
