paper,table,backbone,dataset,method,nfe_as_reported,guidance_as_reported,metric,value,higher_better,units,source_url
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",Z-sampling,120,1.5,IS,63.91,True,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",Z-sampling,60,2.0,FID,12.85,False,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",Z-sampling,60,2.0,IS,70.47,True,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",Z-sampling,120,2.0,FID,11.68,False,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",Z-sampling,120,2.0,IS,72.52,True,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",Z-sampling,60,2.5,FID,15.21,False,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",Z-sampling,60,2.5,IS,74.82,True,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",Z-sampling,120,2.5,FID,14.07,False,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",Z-sampling,120,2.5,IS,75.86,True,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",Re-sampling,60,1.5,FID,11.48,False,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",Re-sampling,60,1.5,IS,66.98,True,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",Re-sampling,120,1.5,FID,8.56,False,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",Re-sampling,120,1.5,IS,67.87,True,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",Re-sampling,60,2.0,FID,12.92,False,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",Re-sampling,60,2.0,IS,71.88,True,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",Re-sampling,120,2.0,FID,11.63,False,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",Re-sampling,120,2.0,IS,73.07,True,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",Re-sampling,60,2.5,FID,15.17,False,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",Re-sampling,60,2.5,IS,75.25,True,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",Re-sampling,120,2.5,FID,14.14,False,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",Re-sampling,120,2.5,IS,76.01,True,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",FSG,60,1.5,FID,11.42,False,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",FSG,60,1.5,IS,67.2,True,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",FSG,120,1.5,FID,9.14,False,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",FSG,120,1.5,IS,65.73,True,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",FSG,60,2.0,FID,12.76,False,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",FSG,60,2.0,IS,72.31,True,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",FSG,120,2.0,FID,11.5,False,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",FSG,120,2.0,IS,74.75,True,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",FSG,60,2.5,FID,15.04,False,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",FSG,60,2.5,IS,75.98,True,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",FSG,120,2.5,FID,14.01,False,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",FSG,120,2.5,IS,77.14,True,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",CFG(D2F),60,1.5,FID,8.95,False,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",CFG(D2F),60,1.5,IS,65.9,True,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",CFG(D2F),120,1.5,FID,7.45,False,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",CFG(D2F),120,1.5,IS,66.27,True,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",CFG(D2F),60,2.0,FID,10.26,False,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",CFG(D2F),60,2.0,IS,70.57,True,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",CFG(D2F),120,2.0,FID,9.18,False,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",CFG(D2F),120,2.0,IS,71.48,True,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",CFG(D2F),60,2.5,FID,12.85,False,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",CFG(D2F),60,2.5,IS,76.26,True,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",CFG(D2F),120,2.5,FID,11.49,False,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",CFG(D2F),120,2.5,IS,77.83,True,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",CFG-MP,60,1.5,FID,8.85,False,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",CFG-MP,60,1.5,IS,72.85,True,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",CFG-MP,120,1.5,FID,7.77,False,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",CFG-MP,120,1.5,IS,73.11,True,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",CFG-MP,60,2.0,FID,10.03,False,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",CFG-MP,60,2.0,IS,78.74,True,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",CFG-MP,120,2.0,FID,9.26,False,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",CFG-MP,120,2.0,IS,79.25,True,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",CFG-MP,60,2.5,FID,12.51,False,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",CFG-MP,60,2.5,IS,82.45,True,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",CFG-MP,120,2.5,FID,11.48,False,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",CFG-MP,120,2.5,IS,83.74,True,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",CFG-MP+,60,1.5,FID,9.21,False,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",CFG-MP+,60,1.5,IS,76.78,True,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",CFG-MP+,120,1.5,FID,7.91,False,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",CFG-MP+,120,1.5,IS,78.26,True,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",CFG-MP+,60,2.0,FID,10.28,False,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",CFG-MP+,60,2.0,IS,84.67,True,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",CFG-MP+,120,2.0,FID,9.34,False,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",CFG-MP+,120,2.0,IS,86.26,True,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",CFG-MP+,60,2.5,FID,12.3,False,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",CFG-MP+,60,2.5,IS,88.72,True,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",CFG-MP+,120,2.5,FID,11.49,False,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_mp,1,DiT-XL/2-256,"ImageNet-1K, 50k generated",CFG-MP+,120,2.5,IS,90.45,True,original paper table; no cross-paper normalization,https://arxiv.org/pdf/2601.21892v2
cfg_ctrl,2,SD3.5,MS-COCO held-out 5k pairs,without external CFG,not specified in table,model-specific default,FID,41.725,False,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,SD3.5,MS-COCO held-out 5k pairs,without external CFG,not specified in table,model-specific default,CLIP,0.3399,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,SD3.5,MS-COCO held-out 5k pairs,without external CFG,not specified in table,model-specific default,Aesthetic,5.4256,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,SD3.5,MS-COCO held-out 5k pairs,without external CFG,not specified in table,model-specific default,ImageReward,0.3591,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,SD3.5,MS-COCO held-out 5k pairs,without external CFG,not specified in table,model-specific default,PickScore,0.2124,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,SD3.5,MS-COCO held-out 5k pairs,without external CFG,not specified in table,model-specific default,HPSv2,0.271,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,SD3.5,MS-COCO held-out 5k pairs,without external CFG,not specified in table,model-specific default,HPSv2.1,0.2372,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,SD3.5,MS-COCO held-out 5k pairs,without external CFG,not specified in table,model-specific default,MPS,6.5554,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,SD3.5,MS-COCO held-out 5k pairs,CFG,not specified in table,model-specific default,FID,21.421,False,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,SD3.5,MS-COCO held-out 5k pairs,CFG,not specified in table,model-specific default,CLIP,0.3681,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,SD3.5,MS-COCO held-out 5k pairs,CFG,not specified in table,model-specific default,Aesthetic,5.5875,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,SD3.5,MS-COCO held-out 5k pairs,CFG,not specified in table,model-specific default,ImageReward,0.8889,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,SD3.5,MS-COCO held-out 5k pairs,CFG,not specified in table,model-specific default,PickScore,0.219,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,SD3.5,MS-COCO held-out 5k pairs,CFG,not specified in table,model-specific default,HPSv2,0.293,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,SD3.5,MS-COCO held-out 5k pairs,CFG,not specified in table,model-specific default,HPSv2.1,0.2842,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,SD3.5,MS-COCO held-out 5k pairs,CFG,not specified in table,model-specific default,MPS,7.2476,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,SD3.5,MS-COCO held-out 5k pairs,CFG-Zero⋆,not specified in table,model-specific default,FID,20.317,False,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,SD3.5,MS-COCO held-out 5k pairs,CFG-Zero⋆,not specified in table,model-specific default,CLIP,0.3691,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,SD3.5,MS-COCO held-out 5k pairs,CFG-Zero⋆,not specified in table,model-specific default,Aesthetic,5.6124,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,SD3.5,MS-COCO held-out 5k pairs,CFG-Zero⋆,not specified in table,model-specific default,ImageReward,0.9312,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,SD3.5,MS-COCO held-out 5k pairs,CFG-Zero⋆,not specified in table,model-specific default,PickScore,0.2195,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,SD3.5,MS-COCO held-out 5k pairs,CFG-Zero⋆,not specified in table,model-specific default,HPSv2,0.2942,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,SD3.5,MS-COCO held-out 5k pairs,CFG-Zero⋆,not specified in table,model-specific default,HPSv2.1,0.2862,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,SD3.5,MS-COCO held-out 5k pairs,CFG-Zero⋆,not specified in table,model-specific default,MPS,7.043,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,SD3.5,MS-COCO held-out 5k pairs,Rect-CFG++,not specified in table,model-specific default,FID,20.55,False,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,SD3.5,MS-COCO held-out 5k pairs,Rect-CFG++,not specified in table,model-specific default,CLIP,0.3655,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,SD3.5,MS-COCO held-out 5k pairs,Rect-CFG++,not specified in table,model-specific default,Aesthetic,5.5663,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,SD3.5,MS-COCO held-out 5k pairs,Rect-CFG++,not specified in table,model-specific default,ImageReward,0.7097,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,SD3.5,MS-COCO held-out 5k pairs,Rect-CFG++,not specified in table,model-specific default,PickScore,0.2173,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,SD3.5,MS-COCO held-out 5k pairs,Rect-CFG++,not specified in table,model-specific default,HPSv2,0.2887,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,SD3.5,MS-COCO held-out 5k pairs,Rect-CFG++,not specified in table,model-specific default,HPSv2.1,0.2748,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,SD3.5,MS-COCO held-out 5k pairs,Rect-CFG++,not specified in table,model-specific default,MPS,6.7854,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,SD3.5,MS-COCO held-out 5k pairs,SMC-CFG,not specified in table,model-specific default,FID,20.044,False,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,SD3.5,MS-COCO held-out 5k pairs,SMC-CFG,not specified in table,model-specific default,CLIP,0.3694,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,SD3.5,MS-COCO held-out 5k pairs,SMC-CFG,not specified in table,model-specific default,Aesthetic,5.579,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,SD3.5,MS-COCO held-out 5k pairs,SMC-CFG,not specified in table,model-specific default,ImageReward,0.9486,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,SD3.5,MS-COCO held-out 5k pairs,SMC-CFG,not specified in table,model-specific default,PickScore,0.2211,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,SD3.5,MS-COCO held-out 5k pairs,SMC-CFG,not specified in table,model-specific default,HPSv2,0.2945,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,SD3.5,MS-COCO held-out 5k pairs,SMC-CFG,not specified in table,model-specific default,HPSv2.1,0.2875,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,SD3.5,MS-COCO held-out 5k pairs,SMC-CFG,not specified in table,model-specific default,MPS,7.5719,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Flux-dev,MS-COCO held-out 5k pairs,without external CFG,not specified in table,model-specific default,FID,52.598,False,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Flux-dev,MS-COCO held-out 5k pairs,without external CFG,not specified in table,model-specific default,CLIP,0.3272,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Flux-dev,MS-COCO held-out 5k pairs,without external CFG,not specified in table,model-specific default,Aesthetic,5.4568,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Flux-dev,MS-COCO held-out 5k pairs,without external CFG,not specified in table,model-specific default,ImageReward,0.2572,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Flux-dev,MS-COCO held-out 5k pairs,without external CFG,not specified in table,model-specific default,PickScore,0.2137,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
cfg_ctrl,2,Flux-dev,MS-COCO held-out 5k pairs,without external CFG,not specified in table,model-specific default,HPSv2,0.265,True,original paper table; no cross-paper normalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
